teryt_id,name,year,group,base_area,base_perimeter,box_area,box_perimeter,rect_area,rect_perimeter,circ_radius,circ_area,conv_area,conv_perimeter,schwartzberg_radius,schwartzberg_circumference,schwartzberg,polsby_popper,reock,box,rectangle,convex_hull
2413041,Tarnowskie Góry,2006,artificial_surfaces,16713065.230193,61384.205826,49063862.455773,28114.363014,48566173.900862,27996.269360,4400.878322,60845518.313164,35706516.405199,23772.477982,2306.498188,14492.155526,0.236089,0.055738,0.274680,0.340639,0.344130,0.468068
1418013,Góra Kalwaria,2006,artificial_surfaces,6400601.323596,32956.049493,21669611.947205,19267.560000,19795236.983429,18992.937695,3212.229863,32416274.636207,13515428.854751,15533.450270,1427.366344,8968.407238,0.272132,0.074056,0.197450,0.295372,0.323340,0.473577
2818012,Banie Mazurskie,2006,artificial_surfaces,778931.343001,6462.244985,2141081.553601,5862.760000,1602820.877836,5101.764633,793.122746,1976199.038197,1311445.959500,4397.580702,497.937292,3128.632279,0.484140,0.234392,0.394156,0.363803,0.485975,0.593948
1210032,Gródek nad Dunajcem,2006,artificial_surfaces,1039594.608651,6999.160240,2822875.540003,6722.840000,2314611.389809,6321.131169,1027.934338,3319560.747209,1744446.829401,5227.052853,575.250590,3614.406056,0.516406,0.266675,0.313172,0.368275,0.449144,0.595945
3013072,Włoszakowice,2006,artificial_surfaces,4779238.037747,23680.044040,11743000.081002,13773.620000,10716085.598789,13322.197022,2035.638759,13018210.673788,8546665.301103,11141.664134,1233.401279,7749.688796,0.327267,0.107103,0.367119,0.406986,0.445987,0.559193
2214062,Tczew,2006,artificial_surfaces,3452592.373290,35584.722672,26832052.899395,30538.383861,26473894.254620,30476.430529,6643.639224,138663434.765410,22879123.344118,28262.123843,1048.329283,6586.847147,0.185103,0.034263,0.024899,0.128674,0.130415,0.150906
0401062,Koneck,2006,artificial_surfaces,557435.279250,3572.962762,1266626.141998,4511.620000,858637.649414,4069.848868,718.965438,1623924.746174,662748.784849,3390.862971,421.232905,2646.684400,0.740753,0.548716,0.343264,0.440095,0.649209,0.841096
0223062,Mietków,2006,artificial_surfaces,1163974.092749,7839.690778,2599528.055402,6686.100000,2586950.501749,6674.095556,1057.753043,3514944.238973,1936535.330651,5316.934991,608.690776,3824.516941,0.487840,0.237988,0.331150,0.447764,0.449941,0.601060
1218013,Andrychów,2006,artificial_surfaces,7324928.533550,34719.904856,32900102.000675,23835.489245,31358483.929506,23252.178438,3883.679846,47384545.056181,18762656.884324,19397.256407,1526.956832,9594.152734,0.276330,0.076358,0.154585,0.222642,0.233587,0.390399
0410042,Sadki,2006,artificial_surfaces,1120524.147699,8389.566827,2976848.985597,7140.640000,2706665.454361,6887.444658,1153.425009,4179541.101366,1939199.963649,5702.262698,597.221830,3752.455426,0.447276,0.200056,0.268097,0.376413,0.413987,0.577828
